Lemma,Wortart,Deutsche Bedeutung,Englische Bedeutung,link,ipa,subst1_kw_hw_iw,struc,Substitution
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨ta
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨t¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨tɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜta
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜt¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜtɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mina
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,min¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,minɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨na
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨n¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨nɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜna
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜn¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜnɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,meta
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,met¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,metɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨ta
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨t¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨tɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜta
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜt¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜtɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mena
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,men¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,menɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨na
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨n¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,m¨nɜ
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜna
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜn¨
bida,F.,"Bitte, Gebet, Aufforderung","request (N.), supplication, prayer, demand (N.), entreaty, exhortation",https://koeblergerhard.de/wikiling/?f=got&page=41,bɪda,bɪda,CVCV,mɜnɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,piθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,piθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,piθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨θe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨θ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨θɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,piðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pið¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,piðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨ðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨ð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨ðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,peθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,peθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,peθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨θe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨θ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨θɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,peðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,peð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,peðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨ðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨ð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,p¨ðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,pɜðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wiθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wiθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wiθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨θe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨θ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨θɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wiðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wið¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wiðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨ðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨ð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨ðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,weθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,weθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,weθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨θe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨θ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨θɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,weðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,weð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,weðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨ðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨ð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,w¨ðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,wɜðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,miθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,miθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,miθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,m¨θe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,m¨θ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,m¨θɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,mɜθe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,mɜθ¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,mɜθɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,miðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,mið¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,miðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,m¨ðe
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,m¨ð¨
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,m¨ðɜ
biþe,"Adv., Konj.","nachher, später, während (Konj.), als, sobald als, nachdem, da","therewith, at the point where, at the point when, thereafter, afterward, after t>>>",https://koeblergerhard.de/wikiling/?f=got&page=44,bɪθe,bɪθe,CVCV,mɜðe
